Poem Name,Poem Link
The Biter Bit,https://poets.org/poem/biter-bit
Pleading,https://poets.org/poem/pleading
Beneath the Yampy Shade,https://poets.org/poem/beneath-yampy-shade
Rise and Fall,https://poets.org/poem/rise-and-fall
A Dream,https://poets.org/poem/dream-3
Walls,https://poets.org/poem/walls
Heartless Rhoda,https://poets.org/poem/heartless-rhoda
From “This Household of Earthly Nature; An Essay”,https://poets.org/poem/household-earthly-nature-essay
Mahogany,https://poets.org/poem/mahogany
IONE,https://poets.org/poem/ione-0
Compensation,https://poets.org/poem/compensation-1
"My Native Land, My Home",https://poets.org/poem/my-native-land-my-home
Killin’ Nanny,https://poets.org/poem/killin-nanny
Kite-Flying,https://poets.org/poem/kite-flying
Drought Essay,https://poets.org/poem/drought-essay
Instructions Before Stuttering,https://poets.org/poem/instructions-stuttering
Sappho for Everybody,https://poets.org/poem/sappho-everybody
Sappho,https://poets.org/poem/sappho
Recitative,https://poets.org/poem/recitative
Twin I,https://poets.org/poem/twin-i
Self-Care Is a Psy-Op,https://poets.org/poem/self-care-psy-op
Oranges & Sardines,https://poets.org/poem/oranges-sardines
Psalm,https://poets.org/poem/psalm-8
New Moon Newton,https://poets.org/poem/new-moon-newton
Time-Sensitive,https://poets.org/poem/time-sensitive
from “Listen to the Golden Boomerang Return”,https://poets.org/poem/listen-golden-boomerang-return
"Substance, Shadow, and Spirit",https://poets.org/poem/substance-shadow-and-spirit
Pavilion of Nothingness,https://poets.org/poem/pavilion-nothingness
Anthony and Cleopatra,https://poets.org/poem/anthony-and-cleopatra
The Wild Swans,https://poets.org/poem/wild-swans-0
Vita Nuova,https://poets.org/poem/vita-nuova
Writing Prompt,https://poets.org/poem/writing-prompt
Nearly all my friends call me spoiled and ungrateful.,https://poets.org/poem/nearly-all-my-friends-call-me-spoiled-and-ungrateful
Blood Sex,https://poets.org/poem/blood-sex
Mother,https://poets.org/poem/mother-3
The Commodities Market,https://poets.org/poem/commodities-market
HomeGoods,https://poets.org/poem/homegoods
In Defense of the Life Assignment,https://poets.org/poem/defense-life-assignment
"Someday, Again",https://poets.org/poem/someday-again
I Give You My Heart,https://poets.org/poem/i-give-you-my-heart
An Obscure Meadow Lures Me,https://poets.org/poem/obscure-meadow-lures-me-0
Jubba,https://poets.org/poem/jubba
To a Comrade,https://poets.org/poem/comrade
Hopping Off the Tram,https://poets.org/poem/hopping-tram
To Bennie,https://poets.org/poem/bennie
My Mountain Home,https://poets.org/poem/my-mountain-home
My Soldier-Lad,https://poets.org/poem/my-soldier-lad
A Country Girl,https://poets.org/poem/country-girl
Ribber Come-Do’n,https://poets.org/poem/ribber-come-don
Moonlight on Manila Bay,https://poets.org/poem/moonlight-manila-bay
Nude Kneeling in Sand,https://poets.org/poem/nude-kneeling-sand
New York Scene: May 1958,https://poets.org/poem/new-york-scene-may-1958
Byron at Shelley’s Burning,https://poets.org/poem/byron-shelleys-burning
For My Nephew Going to Bed,https://poets.org/poem/my-nephew-going-bed
George Washington Bridge,https://poets.org/poem/george-washington-bridge
"Night Freight, Michigan",https://poets.org/poem/night-freight-michigan-0
Winter Music,https://poets.org/poem/winter-music-0
Gitanjali 15,https://poets.org/poem/gitanjali-15
Gitanjali 14,https://poets.org/poem/gitanjali-14
Gitanjali 13,https://poets.org/poem/gitanjali-13
Gitanjali 12,https://poets.org/poem/gitanjali-12
Gitanjali 11,https://poets.org/poem/gitanjali-11
Gitanjali 10,https://poets.org/poem/gitanjali-10
Gitanjali 9,https://poets.org/poem/gitanjali-9
Gitanjali 8,https://poets.org/poem/gitanjali-8
Letter to Mother,https://poets.org/poem/letter-mother
Yellow Moon,https://poets.org/poem/yellow-moon
Mentor,https://poets.org/poem/mentor
Selkie Weaning Young (Redux),https://poets.org/poem/selkie-weaning-young-redux
Evening,https://poets.org/poem/evening-7
My Mom’s Been Asking for a Happy Poem All My Life,https://poets.org/poem/my-moms-been-asking-happy-poem-all-my-life
Brothers,https://poets.org/poem/brothers-0
As if,https://poets.org/poem/if-0
Loneliness,https://poets.org/poem/loneliness-2
哀 / Sad,https://poets.org/poem/ai-sad
The morning after I die,https://poets.org/poem/morning-after-i-die
Do you remember the beach,https://poets.org/poem/do-you-remember-beach
That Morning after the Assassination of Malcolm X,https://poets.org/poem/morning-after-assassination-malcolm-x
Poor Fauvette,https://poets.org/poem/poor-fauvette
Those Beloved Ghosts of Compiano,https://poets.org/poem/those-beloved-ghosts-compiano
The Poet as Eighty-Year-Old Sous-Chef,https://poets.org/poem/poet-eighty-year-old-sous-chef
The Other Side,https://poets.org/poem/other-side
Sixth-Grade Hockey on the Greenfield Rink,https://poets.org/poem/sixth-grade-hockey-greenfield-rink
Silver Moon,https://poets.org/poem/silver-moon
Remembering Phil Levine,https://poets.org/poem/remembering-phil-levine
Noon,https://poets.org/poem/noon-0
Gitanjali 64,https://poets.org/poem/gitanjali-64
Gitanjali 63,https://poets.org/poem/gitanjali-63
Gitanjali 62,https://poets.org/poem/gitanjali-62
Gitanjali 61,https://poets.org/poem/gitanjali-61
Gitanjali 54,https://poets.org/poem/gitanjali-54
Gitanjali 52,https://poets.org/poem/gitanjali-52
Gitanjali 51,https://poets.org/poem/gitanjali-51
Basanta Panchami,https://poets.org/poem/basanta-panchami
Pedagogy,https://poets.org/poem/pedagogy
有識 / Have Knowledge,https://poets.org/poem/youshi-have-knowledge-0
傳 / Pass,https://poets.org/poem/chuan-pass
Sidereal,https://poets.org/poem/sidereal
Three Months Since,https://poets.org/poem/three-months
Mo Mhíle Stór,https://poets.org/poem/mo-mhile-stor
Miraculous Grass,https://poets.org/poem/miraculous-grass
Proper names,https://poets.org/poem/proper-names
Old people in the shade,https://poets.org/poem/old-people-shade
Angle,https://poets.org/poem/angle
My Life Closed Twice,https://poets.org/poem/my-life-closed-twice
Amsterdam,https://poets.org/poem/amsterdam-0
Gitanjali 49,https://poets.org/poem/gitanjali-49
Gitanjali 48,https://poets.org/poem/gitanjali-48
Gitanjali 47,https://poets.org/poem/gitanjali-47
Gitanjali 46,https://poets.org/poem/gitanjali-46
Gitanjali 45,https://poets.org/poem/gitanjali-45
Gitanjali 44,https://poets.org/poem/gitanjali-44
Prologue: Northeaster at Prout’s Neck,https://poets.org/poem/prologue-northeaster-prouts-neck
In Old Age the Poet Seeks the Ancient Wisdom of Lear,https://poets.org/poem/old-age-poet-seeks-ancient-wisdom-lear
Hornets’ Nest,https://poets.org/poem/hornets-nest
High Tea with Miss Julianna,https://poets.org/poem/high-tea-miss-julianna
First Light Last,https://poets.org/poem/first-light-last
De Profundis,https://poets.org/poem/de-profundis-0
[A frail hepatica],https://poets.org/poem/frail-hepatica
Gitanjali 59,https://poets.org/poem/gitanjali-59
Gitanjali 58,https://poets.org/poem/gitanjali-58
Gitanjali 57,https://poets.org/poem/gitanjali-57
Gitanjali 56,https://poets.org/poem/gitanjali-56
Gitanjali 55,https://poets.org/poem/gitanjali-55
Gitanjali 53,https://poets.org/poem/gitanjali-53
Gitanjali 50,https://poets.org/poem/gitanjali-50
Gitanjali 82,https://poets.org/poem/gitanjali-82
