Poem Name,Poem Link
After,https://poets.org/poem/after-1
Cardiology,https://poets.org/poem/cardiology
Robber Sentenced to Reflection,https://poets.org/poem/robber-sentenced-reflection
Duet,https://poets.org/poem/duet-0
The Sleeping Husband,https://poets.org/poem/sleeping-husband
Roses Only,https://poets.org/poem/roses-only
Survival Guide,https://poets.org/poem/survival-guide
Flourishing,https://poets.org/poem/flourishing
Disease’s Gifts,https://poets.org/poem/diseases-gifts
Between Wars,https://poets.org/poem/between-wars
The Leopard,https://poets.org/poem/leopard
9th and 2nd,https://poets.org/poem/9th-and-2nd
A Modest Proposal,https://poets.org/poem/modest-proposal
Winter in the Rockies,https://poets.org/poem/winter-rockies
Snow Fugue,https://poets.org/poem/snow-fugue
"In the Third Trimester, They Can’t Find a Heartbeat",https://poets.org/poem/third-trimester-they-cant-find-heartbeat
"Here, the Sparrows Were, All Along",https://poets.org/poem/here-sparrows-were-all-along
Notes on Inheritance,https://poets.org/poem/notes-inheritance
Gin Gang Milonga,https://poets.org/poem/gin-gang-milonga
Pintura Negra,https://poets.org/poem/pintura-negra
Goring,https://poets.org/poem/goring
VIII,https://poets.org/poem/viii
Arrangements,https://poets.org/poem/arrangements
We Know the Atom Consists Primarily of Empty Space,https://poets.org/poem/we-know-atom-consists-primarily-empty-space
Ghost Story,https://poets.org/poem/ghost-story-0
Span,https://poets.org/poem/span
How to Triumph Like a Girl,https://poets.org/poem/how-triumph-girl
Something Else,https://poets.org/poem/something-else
Stars,https://poets.org/poem/stars-0
The Final Movement of a Late Quartet,https://poets.org/poem/final-movement-late-quartet
Circe,https://poets.org/poem/circe-0
Heisenberg,https://poets.org/poem/heisenberg
Kicking Russell Out of the Band,https://poets.org/poem/kicking-russell-out-band
The Past Suffers Too,https://poets.org/poem/past-suffers-too
In the Beginning God Said Light,https://poets.org/poem/beginning-god-said-light
The Soldier’s Dream,https://poets.org/poem/soldiers-dream
Words,https://poets.org/poem/words-0
"shakuhachi repertoire, handwritten from liner notes",https://poets.org/poem/shakuhachi-repertoire-handwritten-liner-notes
Song,https://poets.org/poem/song-11
Cupid,https://poets.org/poem/cupid
The More Extravagant Feast,https://poets.org/poem/more-extravagant-feast
What I Would Like to Grow in My Garden,https://poets.org/poem/what-i-would-grow-my-garden
This Sugar,https://poets.org/poem/sugar
Service Station,https://poets.org/poem/service-station
