Poem Name,Poem Link
2020,https://poets.org/poem/2020
Saying of Il Haboul,https://poets.org/poem/saying-il-haboul
Disputed Tread,https://poets.org/poem/disputed-tread
Pole| |Sport,https://poets.org/poem/pole-sport
Curious and Counting,https://poets.org/poem/curious-and-counting
The Inflammation,https://poets.org/poem/inflammation
I Was Told the Sunlight Was a Cure,https://poets.org/poem/i-was-told-sunlight-was-cure
River Roads,https://poets.org/poem/river-roads
A Flair for Language,https://poets.org/poem/flair-language
By the Lake,https://poets.org/poem/lake-0
Itinerary,https://poets.org/poem/itinerary
Shadow and Light,https://poets.org/poem/shadow-and-light
How We Lived,https://poets.org/poem/how-we-lived
Night of Telescopes,https://poets.org/poem/night-telescopes
Florida Poem,https://poets.org/poem/florida-poem
The Function of a Wing,https://poets.org/poem/function-wing
The Depths of the Grass,https://poets.org/poem/depths-grass
Corazón in Fall,https://poets.org/poem/corazon-fall
Monologue of One Whom the Spring Found Unaccompanied,https://poets.org/poem/monologue-one-whom-spring-found-unaccompanied
house hunting as an act of faith,https://poets.org/poem/house-hunting-act-faith
[Like the Japanese cherry blossoms wedded to the soil’s palm],https://poets.org/poem/japanese-cherry-blossoms-wedded-soils-palm
Fracture,https://poets.org/poem/fracture-0
You remember the feeling but not what made you feel that way,https://poets.org/poem/you-remember-feeling-not-what-made-you-feel-way
Sun to Void,https://poets.org/poem/sun-void
Summer Wind,https://poets.org/poem/summer-wind
Notes from a Pioneer on a Speck in Space,https://poets.org/poem/notes-pioneer-speck-space
"[The Image, as in a Hexagram:]",https://poets.org/poem/image-hexagram
"[Whenever I Make a New Poem,]",https://poets.org/poem/whenever-i-make-new-poem
Undivided Interest,https://poets.org/poem/undivided-interest
Dakota Homecoming,https://poets.org/poem/dakota-homecoming
Covalent Bonds,https://poets.org/poem/covalent-bonds
Wicaŋhpi Heciya Taŋhaŋ Uŋhipi,https://poets.org/poem/wicanhpi-heciya-tanhan-unhipi
Reconciliation,https://poets.org/poem/reconciliation
"awaiting a carriage, any",https://poets.org/poem/awaiting-carriage-any
The Sunset and the Purple-Flowered Tree,https://poets.org/poem/sunset-and-purple-flowered-tree
"Shorn, treaded red",https://poets.org/poem/shorn-treaded-red
Not,https://poets.org/poem/not-0
The Story of Everything,https://poets.org/poem/story-everything
Students of Movement,https://poets.org/poem/students-movement
Ecclesiastes: Thirteen-Year Cicada,https://poets.org/poem/ecclesiastes-thirteen-year-cicada
At Sainte-Marguerite,https://poets.org/poem/sainte-marguerite
A Poem for Maunakea,https://poets.org/poem/poem-maunakea
Motherland,https://poets.org/poem/motherland
Witness,https://poets.org/poem/witness-1
Asking About My Mother,https://poets.org/poem/asking-about-my-mother
Nevertheless: An Ecstatic Ode,https://poets.org/poem/nevertheless-ecstatic-ode
His Eye on The Sparrow,https://poets.org/poem/his-eye-sparrow
A Thing That Happened,https://poets.org/poem/thing-happened
Untitled Poem For Sarah,https://poets.org/poem/untitled-poem-sarah
The Start,https://poets.org/poem/start
At The Corner of New Orleans and Frontier - At Disneyland,https://poets.org/poem/corner-new-orleans-and-frontier-disneyland
Camelot,https://poets.org/poem/camelot
Rose Song,https://poets.org/poem/rose-song
"I Go Back to Myself, April 2014",https://poets.org/poem/i-go-back-myself-april-2014
Daytona 500,https://poets.org/poem/daytona-500
The Understudy,https://poets.org/poem/understudy
Rememory,https://poets.org/poem/rememory-0
