Poem Name,Poem Link
Aspiration,https://poets.org/poem/aspiration-0
Road Hazard,https://poets.org/poem/road-hazard
Another Small Gathering,https://poets.org/poem/another-small-gathering
#to my mother's dementia #kaze no denwa,https://poets.org/poem/my-mothers-dementia-kaze-no-denwa
Thera,https://poets.org/poem/thera
Small Craft Talk Warning,https://poets.org/poem/small-craft-talk-warning
What an Indian Thought When He Saw the Comet,https://poets.org/poem/what-indian-thought-when-he-saw-comet
From Paumanok Starting I Fly Like a Bird,https://poets.org/poem/paumanok-starting-i-fly-bird
Beat! Beat! Drums!,https://poets.org/poem/beat-beat-drums
Cloud Physics,https://poets.org/poem/cloud-physics
Fear of Description,https://poets.org/poem/fear-description
You are my lucky star.,https://poets.org/poem/you-are-my-lucky-star
The Damned: Our Blue Yodel No. 9,https://poets.org/poem/damned-our-blue-yodel-no-9
"Rich People in Paintings,",https://poets.org/poem/rich-people-paintings
So Chinese Girl,https://poets.org/poem/so-chinese-girl
Elegy in Norms,https://poets.org/poem/elegy-norms
The Skaters,https://poets.org/poem/skaters-0
"Dear Maker,",https://poets.org/poem/dear-maker
Murmur of the Bay,https://poets.org/poem/murmur-bay
The Old Orphan,https://poets.org/poem/old-orphan
Cheyenne Mountain,https://poets.org/poem/cheyenne-mountain
Crossed Threads,https://poets.org/poem/crossed-threads
Milkweed,https://poets.org/poem/milkweed
In my craft or sullen art,https://poets.org/poem/my-craft-or-sullen-art
Lament of Submerged Persons,https://poets.org/poem/lament-submerged-persons
The Thrill of the Chase,https://poets.org/poem/thrill-chase
"Here, now, gone",https://poets.org/poem/here-now-gone
A Sense of Empty,https://poets.org/poem/sense-empty
Imago: Portrait of a Young Poet,https://poets.org/poem/imago-portrait-young-poet
The Task of Naming Me,https://poets.org/poem/task-naming-me
Song to Gabriel Hirsch,https://poets.org/poem/song-gabriel-hirsch
What Follows Is a Reconstruction Based on the Best Available Evidence,https://poets.org/poem/what-follows-reconstruction-based-best-available-evidence
Desire [even in the time of the tyrant],https://poets.org/poem/desire-even-time-tyrant
Sleepers,https://poets.org/poem/sleepers-0
Two Views of a Discarded Mattress,https://poets.org/poem/two-views-discarded-mattress
First O Songs for a Prelude,https://poets.org/poem/first-o-songs-prelude
Eighteen Sixty-One,https://poets.org/poem/eighteen-sixty-one
The Theologian's Tale; Elizabeth,https://poets.org/poem/theologians-tale-elizabeth
Second Law,https://poets.org/poem/second-law
Manistee Light,https://poets.org/poem/manistee-light
Poets! Towers of God!,https://poets.org/poem/poets-towers-god
The Theologian's Tale; The Legend Beautiful,https://poets.org/poem/theologians-tale-legend-beautiful
Untitled,https://poets.org/poem/untitled-9
"More than whispers, less than rumors",https://poets.org/poem/more-whispers-less-rumors
Third Rock from the Sun,https://poets.org/poem/third-rock-sun
Goya's Mired Men Fighting with Cudgels,https://poets.org/poem/goyas-mired-men-fighting-cudgels
Field Theories,https://poets.org/poem/field-theories
When Bad Things Happen to Good People,https://poets.org/poem/when-bad-things-happen-good-people
White Chairs,https://poets.org/poem/white-chairs
Confession,https://poets.org/poem/confession
Scene/Recipe,https://poets.org/poem/scenerecipe
Outcast,https://poets.org/poem/outcast
Paper Cuts,https://poets.org/poem/paper-cuts
"Rasp, Spoon, and Pestle",https://poets.org/poem/rasp-spoon-and-pestle
"Hello, New Year",https://poets.org/poem/hello-new-year
Ars Poetica,https://poets.org/poem/ars-poetica-6
"St. Mary’s Home for Unwed Mothers in Otahuhu, Auckland",https://poets.org/poem/st-marys-home-unwed-mothers-otahuhu-auckland
Read More About Our History,https://poets.org/poem/read-more-about-our-history
For Katy,https://poets.org/poem/katy
John Marr and Other Sailors,https://poets.org/poem/john-marr-and-other-sailors
While Waiting for the Bus,https://poets.org/poem/while-waiting-bus
10 AM is When You Come to Me,https://poets.org/poem/10-am-when-you-come-me
Like Any Messiah Taken Unaware by Death,https://poets.org/poem/any-messiah-taken-unaware-death
"from ""Voids""",https://poets.org/poem/voids
The End,https://poets.org/poem/end-3
Punctuation,https://poets.org/poem/punctuation
De(s)igns,https://poets.org/poem/designs
A Life Inverse,https://poets.org/poem/life-inverse
from “Twenty-Five Thousand Miles of Nerves”,https://poets.org/poem/twenty-five-thousand-miles-nerves
from Aednan [XII],https://poets.org/poem/aednan-xii
from Aednan [XI],https://poets.org/poem/aednan-xi
from Aednan [X],https://poets.org/poem/aednan-x
from White Monkey [35.],https://poets.org/poem/white-monkey-35
from White Monkey [32.],https://poets.org/poem/white-monkey-32
from White Monkey [Interview. Time: 15:42],https://poets.org/poem/white-monkey-interview-time-1542
Electronic Thorns,https://poets.org/poem/electronic-thorns
Open Sea,https://poets.org/poem/open-sea
Absence,https://poets.org/poem/absence-1
A Sonnet on Cervantes,https://poets.org/poem/sonnet-cervantes
Coyote,https://poets.org/poem/coyote
Romance #1,https://poets.org/poem/romance-1-0
from “Xibalba [Outside the water sings]”,https://poets.org/poem/xibalba-outside-water-sings
No One Speaks of How Tendrils Feed on the Fruits,https://poets.org/poem/no-one-speaks-how-tendrils-feed-fruits
Portrait of Atlantis as a Broken Home,https://poets.org/poem/portrait-atlantis-broken-home
the days is numbered,https://poets.org/poem/days-numbered
Aunt Chloe's Politics,https://poets.org/poem/aunt-chloes-politics
Chanson d’automne,https://poets.org/poem/chanson-dautomne
pitter/patter,https://poets.org/poem/pitterpatter
Eagle Poem,https://poets.org/poem/eagle-poem
They Don't Love You Like I Love You,https://poets.org/poem/they-dont-love-you-i-love-you
Grace,https://poets.org/poem/grace-1
The scalps of the women with the best prophecies are dry this season,https://poets.org/poem/scalps-women-best-prophecies-are-dry-season
Cling,https://poets.org/poem/cling
Collude,https://poets.org/poem/collude
I hope to God you will not ask,https://poets.org/poem/i-hope-god-you-will-not-ask
Brief Interval,https://poets.org/poem/brief-interval
Breathe. As in. (shadow),https://poets.org/poem/breathe-shadow
Interrogation Suite: Where did you come from / how did you arrive?,https://poets.org/poem/interrogation-suite-where-did-you-come-how-did-you-arrive
Taking the Poem from the Poet,https://poets.org/poem/taking-poem-poet
Calls to Indicate Safety in Numbers,https://poets.org/poem/calls-indicate-safety-numbers
To the Negro Farmers of the United States,https://poets.org/poem/negro-farmers-united-states
Instrument,https://poets.org/poem/instrument
"We, Made of Bone",https://poets.org/poem/we-made-bone
Untitled [Executions have always been public spectacles],https://poets.org/poem/untitled-executions-have-always-been-public-spectacles
Preamble,https://poets.org/poem/preamble
From Fifth Avenue Up,https://poets.org/poem/fifth-avenue
Divergence,https://poets.org/poem/divergence
Siesta,https://poets.org/poem/siesta
You Look Up Pictures of Icelandic Ponies,https://poets.org/poem/you-look-pictures-icelandic-ponies
brief lesson on marriage,https://poets.org/poem/brief-lesson-marriage
The Bell of Atri,https://poets.org/poem/bell-atri
The Rules,https://poets.org/poem/rules
He Goads Himself,https://poets.org/poem/he-goads-himself
Before Quiet,https://poets.org/poem/quiet-0
Confessional,https://poets.org/poem/confessional
Gone is Gone,https://poets.org/poem/gone-gone
Closet Space,https://poets.org/poem/closet-space
