Poem Name,Poem Content
Aspiration,"Poor, impious Soul! that fixes its high hopes
    In the dim distance, on a throne of clouds,
And from the morning's mist would make the ropes
    To draw it up amid acclaim of crowds—
Beware! That soaring path is lined with shrouds;
    And he who braves it, though of sturdy breath,
May meet, half way, the avalanche and death!
O poor young Soul!—whose year-devouring glance
    Fixes in ecstasy upon a star,
Whose feverish brilliance looks a part of earth,
    Yet quivers where the feet of angels are,
And seems the future crown in realms afar—
    Beware! A spark thou art, and dost but see
Thine own reflection in Eternity!"
Road Hazard,"What I thought was a cat
was a sack of sand.
Someone driving
toward the flood
or where they thought
the flood might go.
That by now
was days ago.
Animals, go home."
Another Small Gathering,"Someone had laced the pot,
my date shape-shifting 
in the car’s plush seat. 
I rolled with it, his tongue, 
not sexy or soft, but possibly 
earnest. I must have bit him 
on purpose to regain my breath, 
redirect him away from my throat. 
Get it on, bang a gong, get it on,
his favorite song on the mixtape.
I was a liar, called my parents 
hours later from a distant Finger Lake 
to say I was sleeping at Suzanne’s. 
Is a hydra like the zebra mussel 
taking hold here, forever altering 
the ecology of Keuka and me, half-dressed 
in his younger sister’s top bunk, 
my bony hips against his, 
the popcorn ceiling scraping my back 
each time I was flipped over. 
I’d foreseen this happening 
the second we left the gymnasium 
with its stupid decorations. 
Through the bay window of a child’s room,
the black water licked the dock,
the huge lake a dream
into which I threw my still boyish body.
He wasn’t aware of me, 
nor I of him. How inelegant and sad 
our untangling was, how we’d misremember it."
#to my mother's dementia #kaze no denwa,"          how do I admit I’m almost glad of it?
          the way it’s scraped off
          those flash-storms of rage
          I grew delicately-feathered
          luna moth antennae
          to fine-tune your emotional weather:
          sometimes a barometric shift
          in the house’s atmosphere / a tight
          quickening / some hard dark shadow
          flickering glossy as obsidian
          pulled down like a nightshade
          behind your irises / but sometimes
          you struck with no warning at all
          rattlesnaked fang of lightning
          incinerating my moon-pale wings
          to crumpled cinder and ash
          now your memory resets
          itself every night / a button
          clearing the trip odometer
          back to zero / dim absinthe fizz
          of radium-green glow
          from the dashboard half-lifing
          a midnight rollover from
          omega to alpha to omega
          I remember when you told me
          (maybe I was three?)
          I was mentally damaged
          like the boy across the street /
          said you’d help me pass
          for normal so no one would know
          but only if I swore to obey
          you / and only you / forever
          now your memory fins
          around and around / like
          the shiny obsessive lassos
          of a goldfish gold-banding
          the narrow perimeters
          of its too-small bowl
          coming home from school
          (maybe I was fifteen?)
          you were waiting for me
          just inside the front door /
          accused me of stealing a can
          of corned beef hash from
          the canned goods stashed
          in the basement / then beat me
          in the face with your shoe
          how do I admit I’m almost glad of it?
          that I’ve always pined for you
          like an unrequited love / though I
          was never beautiful enough
          for you / your tinned bright laugh
          shrapneled flecks of steel to hide
          your anger when people used to say
          we looked like one another
          but now we compare
          our same dimpled hands /
          the thick feathering of eyebrows
          with the same crooked wing
          birdwinging over our left eye /
          our uneven cheekbones making
          one half of our face rounder
          than the other / one side
          a full moon / the other side
          a shyer kind of moon
          how can I admit I’m almost glad of it
          when you no longer recognize
          yourself in photographs
          the mirror becoming stranger
          until one day—will it be soon?—
          you’ll look in my face / once again
          seeing nothing of yourself
          reflected in it, and—unsure
          of all that you were and all
          that you are—ask me: who are you?"
Thera,"We were all Jack Gilbert’s lovers, not in the world
but in the poems, in the world of the poems, dying
on the rocky broken spurs of hard islands in a blue
country across the sea, lovers carried in his arms
for decades sometimes, more, the wind a character
that refused to lift the center of the word pain, where
vowels fall into the letter n the way the summer,
wheat-blazed and feral, pours into the cold weeks
of November, winter in its bones to come. Jack
loved us, not as a god or a devil, however nuanced,
but as one who must attend to the difficult harvest
of a life, to the losses and the simple grain that we might,
if we listen beyond the howling in our own hearts, hear 
him singing about as he carries us up the dead mountain."
Small Craft Talk Warning,"All poetry is about hope.
A scarecrow walks into a bar.
An abandoned space station falls to earth.
When probing the monster’s brain,
you’re probably probing your own.
A beautiful woman becomes a ghost.
I hope I never miscalculate the dosage
that led to the infarction
of my lab rabbit again.
All poetry is a form of hope.
Not certain, just actual
like love and other traffic circles.
I cried on that airplane too,
midwest patchwork below
like a board game on which
mighty forces kick apart the avatars.
I always wanted to be the racecar
but usually ended up a thumbtack.
When I was young, sitting in a tree
counted as preparation and later
maybe a little whoopie in the morgue.
So go ahead, thaw the alien, break
the pentagram but watch out for
the institutional hood ornaments.
It’s not a museum, it’s a hive.
The blood may be fake
but the bleeding’s not."
What an Indian Thought When He Saw the Comet,"Flaming wonderer! that dost leave vaunting, proud
Ambition boasting its lightning fringed
Immensity—cleaving wings, gaudy dipp’d
In sunset’s blossoming splendors bright and
Tinsel fire, with puny flight fluttering
Far behind! Thou that art cloth’d in mistery
More startling and more glorious than thine own
Encircling fires—profound as the oceans
Of shoreless space through which now thou flyest!
Art thou some erring world now deep engulph’d
In hellish, Judgement fires, with phrenzied ire
And fury hot, like some dread sky rocket
Of Eternity, flaming, vast, plunging
Thro’ immensity, scatt’ring in thy track
The wrathful fires of thine own damnation
Or wingest thou with direful speed, the ear
Of some flaming god of far off systems
Within these skies unheard of and unknown?
Ye Gods! How proud the thought to mount this orb
Of fire—boom thro’ the breathless oceans vast
Of big immensity—quickly leaving
Far behind all that for long ages gone
Dull, gray headed dames have prated of—
Travel far off mystic eternities—
Then proudly, on this little twisting ball
Returning once more set foot, glowing with
The splendors of a vast intelligence—
Frizzling little, puny humanity
Into icy horrors—bursting the big
Wide-spread eyeball of dismay—to recount
Direful regions travers’d and wonders seen!
Why I’d be as great a man as Fremont
Who cross’d the Rocky Mountains, didn’t freeze
And’s got a gold mine!"
From Paumanok Starting I Fly Like a Bird,"From Paumanok starting I fly like a bird,
Around and around to soar to sing the idea of all,
To the north betaking myself to sing there arctic songs,
To Kanada till I absorb Kanada in myself, to Michigan then,
To Wisconsin, Iowa, Minnesota, to sing their songs, (they are inimitable;)
Then to Ohio and Indiana to sing theirs, to Missouri and Kansas and Arkansas to sing theirs,
To Tennessee and Kentucky, to the Carolinas and Georgia to sing theirs,
To Texas and so along up toward California, to roam accepted everywhere;
To sing first, (to the tap of the war-drum if need be,)
The idea of all, of the Western world one and inseparable,
And then the song of each member of these States."
Beat! Beat! Drums!,"Beat! beat! drums!—blow! bugles! blow!
Through the windows—through doors—burst like a ruthless force,
Into the solemn church, and scatter the congregation,
Into the school where the scholar is studying;
Leave not the bridegroom quiet—no happiness must he have now with his bride,
Nor the peaceful farmer any peace, ploughing his field or gathering his grain,
So fierce you whirr and pound you drums—so shrill you bugles blow.
Beat! beat! drums!—blow! bugles! blow!
Over the traffic of cities—over the rumble of wheels in the streets;
Are beds prepared for sleepers at night in the houses? no sleepers must sleep in those beds,
No bargainers' bargains by day—no brokers or speculators—would hey continue?
Would the talkers be talking? would the singer attempt to sing?
Would the lawyer rise in the court to state his case before the judge?
Then rattle quicker, heavier drums—you bugles wilder blow.
Beat! beat! drums!—blow! bugles! blow!
Make no parley—stop for no expostulation,
Mind not the timid—mind not the weeper or prayer,
Mind not the old man beseeching the young man,
Let not the child's voice be heard, nor the mother's entreaties,
Make even the trestles to shake the dead where they lie awaiting the hearses,
So strong you thump O terrible drums—so loud you bugles blow."
Cloud Physics,"So it is quite different, then, if in a mountain town
the mountains are close, rather than far. Here
they are far, their distance away established,
consistent year to year, like a parent’s
or sibling’s. They have their own music.
So I confess I do not know what it’s like,
listening to mountains up close, like a lover,
the silence of them known, not guessed at."
